Timestamp,Consumption_kWh,Hour,DayOfWeek,Month,IsWeekend,Season,Lagged_1h,Lagged_24h,Rolling_7d_Mean,Rolling_7d_Std
2024-01-04 17:00:00,941.8293226777107,17,3,1,False,Winter,899.524820281487,980.5404030292949,,
2024-01-04 18:00:00,917.7555673572654,18,3,1,False,Winter,941.8293226777107,905.8637715854697,,
2024-01-04 19:00:00,964.8845063891126,19,3,1,False,Winter,917.7555673572654,963.1916284960155,,
2024-01-04 20:00:00,891.4827873095287,20,3,1,False,Winter,964.8845063891126,941.2301107273865,,
2024-01-04 21:00:00,926.2373330390747,21,3,1,False,Winter,891.4827873095287,906.9274626112439,,
2024-01-04 22:00:00,943.868840078462,22,3,1,False,Winter,926.2373330390747,978.1071822521501,,
2024-01-04 23:00:00,914.5597181337043,23,3,1,False,Winter,943.868840078462,1061.2005941425098,,
2024-01-05 00:00:00,1028.5664992136926,0,4,1,False,Winter,914.5597181337043,1008.532631489153,,
2024-01-05 01:00:00,1052.8382617103944,1,4,1,False,Winter,1028.5664992136926,1114.581278549541,,
2024-01-05 02:00:00,1064.3023675011145,2,4,1,False,Winter,1052.8382617103944,929.6231884630897,,
2024-01-05 03:00:00,1073.1711099702713,3,4,1,False,Winter,1064.3023675011145,1122.5594939653336,,
2024-01-05 04:00:00,1030.1668783476032,4,4,1,False,Winter,1073.1711099702713,1101.8518258462682,,
2024-01-05 05:00:00,1090.0362707399354,5,4,1,False,Winter,1030.1668783476032,1092.6823829834934,,
2024-01-05 06:00:00,1097.4833001532768,6,4,1,False,Winter,1090.0362707399354,1115.7714368468958,,
2024-01-05 07:00:00,1071.2408093568583,7,4,1,False,Winter,1097.4833001532768,1008.5407593078141,,
2024-01-05 08:00:00,1093.4434015990896,8,4,1,False,Winter,1071.2408093568583,1087.0887869572584,,
2024-01-05 09:00:00,1105.9614167101415,9,4,1,False,Winter,1093.4434015990896,1100.1793603258982,,
2024-01-05 10:00:00,1159.5005320164075,10,4,1,False,Winter,1105.9614167101415,1135.6509625552474,,
2024-01-05 11:00:00,1049.9450654975647,11,4,1,False,Winter,1159.5005320164075,1011.867854553132,,
2024-01-05 12:00:00,1028.354815382831,12,4,1,False,Winter,1049.9450654975647,971.6179753284993,,
2024-01-05 13:00:00,986.0161130866574,13,4,1,False,Winter,1028.354815382831,961.2160871048127,,
2024-01-05 14:00:00,869.8247621227655,14,4,1,False,Winter,986.0161130866574,1008.0991317314009,,
2024-01-05 15:00:00,943.8699523895054,15,4,1,False,Winter,869.8247621227655,958.1990789198431,,
2024-01-05 16:00:00,932.4582876089661,16,4,1,False,Winter,943.8699523895054,899.524820281487,,
2024-01-05 17:00:00,1042.761825438724,17,4,1,False,Winter,932.4582876089661,941.8293226777107,,
2024-01-05 18:00:00,906.7172308270283,18,4,1,False,Winter,1042.761825438724,917.7555673572654,,
2024-01-05 19:00:00,934.9630317727309,19,4,1,False,Winter,906.7172308270283,964.8845063891126,,
2024-01-05 20:00:00,928.2830781627263,20,4,1,False,Winter,934.9630317727309,891.4827873095287,,
2024-01-05 21:00:00,887.6195782173323,21,4,1,False,Winter,928.2830781627263,926.2373330390747,,
2024-01-05 22:00:00,1024.0482415087595,22,4,1,False,Winter,887.6195782173323,943.868840078462,,
2024-01-05 23:00:00,1028.7647817751147,23,4,1,False,Winter,1024.0482415087595,914.5597181337043,,
2024-01-06 00:00:00,1056.7445570996413,0,5,1,True,Winter,1028.7647817751147,1028.5664992136926,,
2024-01-06 01:00:00,997.7484077693776,1,5,1,True,Winter,1056.7445570996413,1052.8382617103944,,
2024-01-06 02:00:00,1137.618498878428,2,5,1,True,Winter,997.7484077693776,1064.3023675011145,,
2024-01-06 03:00:00,1018.2398066512917,3,5,1,True,Winter,1137.618498878428,1073.1711099702713,,
2024-01-06 04:00:00,1133.7099660156885,4,5,1,True,Winter,1018.2398066512917,1030.1668783476032,,
2024-01-06 05:00:00,1224.0228150024577,5,5,1,True,Winter,1133.7099660156885,1090.0362707399354,,
2024-01-06 06:00:00,1068.5235057496739,6,5,1,True,Winter,1224.0228150024577,1097.4833001532768,,
2024-01-06 07:00:00,1086.4708797919661,7,5,1,True,Winter,1068.5235057496739,1071.2408093568583,,
2024-01-06 08:00:00,1109.9211445533508,8,5,1,True,Winter,1086.4708797919661,1093.4434015990896,,
2024-01-06 09:00:00,1064.0157741775415,9,5,1,True,Winter,1109.9211445533508,1105.9614167101415,,
2024-01-06 10:00:00,991.0885405489205,10,5,1,True,Winter,1064.0157741775415,1159.5005320164075,,
2024-01-06 11:00:00,1048.0745891101872,11,5,1,True,Winter,991.0885405489205,1049.9450654975647,,
2024-01-06 12:00:00,965.7921642771344,12,5,1,True,Winter,1048.0745891101872,1028.354815382831,,
2024-01-06 13:00:00,1016.8478713616804,13,5,1,True,Winter,965.7921642771344,986.0161130866574,,
2024-01-06 14:00:00,923.2217372046764,14,5,1,True,Winter,1016.8478713616804,869.8247621227655,,
2024-01-06 15:00:00,1026.1217757507798,15,5,1,True,Winter,923.2217372046764,943.8699523895054,,
2024-01-06 16:00:00,893.7133033780339,16,5,1,True,Winter,1026.1217757507798,932.4582876089661,,
2024-01-06 17:00:00,906.92561466792,17,5,1,True,Winter,893.7133033780339,1042.761825438724,,
2024-01-06 18:00:00,960.4398886150577,18,5,1,True,Winter,906.92561466792,906.7172308270283,,
2024-01-06 19:00:00,861.770973767634,19,5,1,True,Winter,960.4398886150577,934.9630317727309,,
2024-01-06 20:00:00,944.8199628004301,20,5,1,True,Winter,861.770973767634,928.2830781627263,,
2024-01-06 21:00:00,1014.838689959896,21,5,1,True,Winter,944.8199628004301,887.6195782173323,,
2024-01-06 22:00:00,889.9607821640386,22,5,1,True,Winter,1014.838689959896,1024.0482415087595,,
2024-01-06 23:00:00,1003.82743537462,23,5,1,True,Winter,889.9607821640386,1028.7647817751147,,
2024-01-07 00:00:00,1033.614479201908,0,6,1,True,Winter,1003.82743537462,1056.7445570996413,,
2024-01-07 01:00:00,1085.7360695114971,1,6,1,True,Winter,1033.614479201908,997.7484077693776,,
2024-01-07 02:00:00,1009.0581571096261,2,6,1,True,Winter,1085.7360695114971,1137.618498878428,,
2024-01-07 03:00:00,1025.736200603983,3,6,1,True,Winter,1009.0581571096261,1018.2398066512917,,
2024-01-07 04:00:00,1133.8906214563087,4,6,1,True,Winter,1025.736200603983,1133.7099660156885,,
2024-01-07 05:00:00,1132.7754578431436,5,6,1,True,Winter,1133.8906214563087,1224.0228150024577,,
2024-01-07 06:00:00,1134.0009118501264,6,6,1,True,Winter,1132.7754578431436,1068.5235057496739,,
2024-01-07 07:00:00,1135.5338791681645,7,6,1,True,Winter,1134.0009118501264,1086.4708797919661,,
2024-01-07 08:00:00,1074.3627959734551,8,6,1,True,Winter,1135.5338791681645,1109.9211445533508,,
2024-01-07 09:00:00,1104.2274490647535,9,6,1,True,Winter,1074.3627959734551,1064.0157741775415,,
2024-01-07 10:00:00,1086.7002928983218,10,6,1,True,Winter,1104.2274490647535,991.0885405489205,,
2024-01-07 11:00:00,1012.3535746455341,11,6,1,True,Winter,1086.7002928983218,1048.0745891101872,,
2024-01-07 12:00:00,1115.6205269815773,12,6,1,True,Winter,1012.3535746455341,965.7921642771344,,
2024-01-07 13:00:00,1020.2840918585994,13,6,1,True,Winter,1115.6205269815773,1016.8478713616804,,
2024-01-07 14:00:00,913.051712799901,14,6,1,True,Winter,1020.2840918585994,923.2217372046764,,
2024-01-07 15:00:00,984.8764156743603,15,6,1,True,Winter,913.051712799901,1026.1217757507798,,
2024-01-07 16:00:00,887.5653034639989,16,6,1,True,Winter,984.8764156743603,893.7133033780339,,
2024-01-07 17:00:00,965.8060771223876,17,6,1,True,Winter,887.5653034639989,906.92561466792,,
2024-01-07 18:00:00,981.1166988694703,18,6,1,True,Winter,965.8060771223876,960.4398886150577,,
2024-01-07 19:00:00,885.7026997987964,19,6,1,True,Winter,981.1166988694703,861.770973767634,,
2024-01-07 20:00:00,985.03813085321,20,6,1,True,Winter,885.7026997987964,944.8199628004301,,
2024-01-07 21:00:00,973.5426873464245,21,6,1,True,Winter,985.03813085321,1014.838689959896,,
2024-01-07 22:00:00,1014.8597693181766,22,6,1,True,Winter,973.5426873464245,889.9607821640386,,
2024-01-07 23:00:00,1092.8569359191943,23,6,1,True,Winter,1014.8597693181766,1003.82743537462,1010.008176624338,85.03840842100067
2024-01-08 00:00:00,1011.7722031797267,0,0,1,False,Winter,1092.8569359191943,1033.614479201908,1009.9304176691545,85.030741244157
2024-01-08 01:00:00,1012.3791105869269,1,0,1,False,Winter,1011.7722031797267,1085.7360695114971,1009.8903401062271,85.02797440152301
2024-01-08 02:00:00,1029.8506856862468,2,0,1,False,Winter,1012.3791105869269,1009.0581571096261,1009.5759315076612,84.85472119982012
2024-01-08 03:00:00,1054.3889513959193,3,0,1,False,Winter,1029.8506856862468,1025.736200603983,1009.0229340411786,84.25243757128985
2024-01-08 04:00:00,1107.3586102030795,4,0,1,False,Winter,1054.3889513959193,1133.8906214563087,1009.2127550677895,84.43875452939503
2024-01-08 05:00:00,1138.4036917734322,5,0,1,False,Winter,1107.3586102030795,1132.7754578431436,1009.5270449483419,84.82218387906728
2024-01-08 06:00:00,1138.7303927438586,6,0,1,False,Winter,1138.4036917734322,1134.0009118501264,1009.282455926373,84.38631531625963
2024-01-08 07:00:00,1162.9899274238135,7,0,1,False,Winter,1138.7303927438586,1135.5338791681645,1009.4432978937587,84.65455264021483
2024-01-08 08:00:00,1112.4331340000517,8,0,1,False,Winter,1162.9899274238135,1074.3627959734551,1009.7299449500754,84.92244113393137
2024-01-08 09:00:00,1168.7101847344834,9,0,1,False,Winter,1112.4331340000517,1104.2274490647535,1010.144114282987,85.52856735102458
2024-01-08 10:00:00,1062.2322517987507,10,0,1,False,Winter,1168.7101847344834,1086.7002928983218,1010.3463085183794,85.61177074488977
2024-01-08 11:00:00,1187.4977339022976,11,0,1,False,Winter,1062.2322517987507,1012.3535746455341,1011.4375249739098,86.69411258551112
2024-01-08 12:00:00,1057.0330028787662,12,0,1,False,Winter,1187.4977339022976,1115.6205269815773,1011.6947481282117,86.76530072473777
2024-01-08 13:00:00,957.1521043402475,13,0,1,False,Winter,1057.0330028787662,1020.2840918585994,1012.1520884600866,86.26975040955341
2024-01-08 14:00:00,922.4894996287187,14,0,1,False,Winter,957.1521043402475,913.051712799901,1012.4897497751741,85.80310096517172
2024-01-08 15:00:00,979.5892916422268,15,0,1,False,Winter,922.4894996287187,984.8764156743603,1012.9436938938951,85.42300493333235
2024-01-08 16:00:00,928.5428803542529,16,0,1,False,Winter,979.5892916422268,887.5653034639989,1013.3216212725887,84.90365335328515
2024-01-08 17:00:00,965.568199535111,17,0,1,False,Winter,928.5428803542529,965.8060771223876,1013.5835843483924,84.68644671619172
2024-01-08 18:00:00,950.2648225355165,18,0,1,False,Winter,965.568199535111,981.1166988694703,1014.1376555811102,83.9584127816169
2024-01-08 19:00:00,926.511083206369,19,0,1,False,Winter,950.2648225355165,885.7026997987964,1014.6792826799176,83.0882069335679
2024-01-08 20:00:00,897.9450415882491,20,0,1,False,Winter,926.511083206369,985.03813085321,1014.1340220104709,83.55338096484645
2024-01-08 21:00:00,880.5763710867384,21,0,1,False,Winter,897.9450415882491,973.5426873464245,1013.893328510666,83.88084411758746
2024-01-08 22:00:00,954.8457915003618,22,0,1,False,Winter,880.5763710867384,1014.8597693181766,1013.8832902631033,83.88785039908387
2024-01-08 23:00:00,1044.2516889949932,23,0,1,False,Winter,954.8457915003618,1092.8569359191943,1014.7051459947907,83.5018154328921
2024-01-09 00:00:00,1038.160441629163,0,1,1,False,Winter,1044.2516889949932,1011.7722031797267,1015.0738180580302,83.46761942559152
2024-01-09 01:00:00,991.1928065060024,1,1,1,False,Winter,1038.160441629163,1012.3791105869269,1014.8129768182179,83.47340353546468
2024-01-09 02:00:00,1086.3989595346238,2,1,1,False,Winter,991.1928065060024,1029.8506856862468,1015.3499953294343,83.64284742348244
2024-01-09 03:00:00,1117.858518386804,3,1,1,False,Winter,1086.3989595346238,1054.3889513959193,1015.4957690498242,83.80082476119273
2024-01-09 04:00:00,1070.4336835455827,4,1,1,False,Winter,1117.858518386804,1107.3586102030795,1015.5543803565279,83.8359870199008
2024-01-09 05:00:00,1132.4448821816347,5,1,1,False,Winter,1070.4336835455827,1138.4036917734322,1015.8298398039108,84.14484752279466
2024-01-09 06:00:00,1131.2184949657085,6,1,1,False,Winter,1132.4448821816347,1138.7303927438586,1016.1691291258745,84.49587679635198
2024-01-09 07:00:00,1067.8941270053804,7,1,1,False,Winter,1131.2184949657085,1162.9899274238135,1015.4205636394009,83.46486765313654
2024-01-09 08:00:00,1133.0839532520456,8,1,1,False,Winter,1067.8941270053804,1112.4331340000517,1015.6739340092116,83.75829403116644
2024-01-09 09:00:00,1127.483920171977,9,1,1,False,Winter,1133.0839532520456,1168.7101847344834,1016.2984895078813,84.19996858479091
2024-01-09 10:00:00,1133.0285339898992,10,1,1,False,Winter,1127.483920171977,1062.2322517987507,1016.5188729206964,84.45789627453445
2024-01-09 11:00:00,1107.589920183828,11,1,1,False,Winter,1133.0285339898992,1187.4977339022976,1017.338693845352,84.67046811103508
2024-01-09 12:00:00,960.2763709861208,12,1,1,False,Winter,1107.589920183828,1057.0330028787662,1017.0093456500572,84.78477898657648
2024-01-09 13:00:00,956.5285941885438,13,1,1,False,Winter,960.2763709861208,957.1521043402475,1017.4562915684406,84.26215082845533
2024-01-09 14:00:00,1005.1954102909867,14,1,1,False,Winter,956.5285941885438,922.4894996287187,1018.147685748815,83.67666464506428
2024-01-09 15:00:00,984.5641474459368,15,1,1,False,Winter,1005.1954102909867,979.5892916422268,1018.3848159649666,83.52365886557479
2024-01-09 16:00:00,968.8772378236991,16,1,1,False,Winter,984.5641474459368,928.5428803542529,1018.4611205340022,83.47221792028714
2024-01-09 17:00:00,1125.9132363649787,17,1,1,False,Winter,968.8772378236991,965.568199535111,1019.6995534633761,83.51406595798849
2024-01-09 18:00:00,958.5556052035888,18,1,1,False,Winter,1125.9132363649787,950.2648225355165,1020.0466603583382,83.1349173390754
2024-01-09 19:00:00,990.3385988173384,19,1,1,False,Winter,958.5556052035888,926.511083206369,1020.617011073729,82.59551225692309
2024-01-09 20:00:00,991.3922514892596,20,1,1,False,Winter,990.3385988173384,897.9450415882491,1021.4837376418734,81.50668687271842
2024-01-09 21:00:00,992.2953768100972,21,1,1,False,Winter,991.3922514892596,880.5763710867384,1022.03459513449,80.99012953351458
2024-01-09 22:00:00,964.814803143509,22,1,1,False,Winter,992.2953768100972,954.8457915003618,1022.2206020378944,80.82143833099919
2024-01-09 23:00:00,1042.7865791707118,23,1,1,False,Winter,964.814803143509,1044.2516889949932,1022.2745985766683,80.83219336986734
2024-01-10 00:00:00,992.2205034059774,0,2,1,False,Winter,1042.7865791707118,1038.160441629163,1022.0850465921621,80.86530043496948
2024-01-10 01:00:00,1045.0444639055233,1,2,1,False,Winter,992.2205034059774,991.1928065060024,1022.6819923059245,80.66095229357751
2024-01-10 02:00:00,1056.8770219901812,2,2,1,False,Winter,1045.0444639055233,1086.3989595346238,1022.5837885854347,80.60889069821613
2024-01-10 03:00:00,1106.0912780960173,3,2,1,False,Winter,1056.8770219901812,1117.858518386804,1022.8654570843236,80.81849755651346
2024-01-10 04:00:00,1233.7640392507242,4,2,1,False,Winter,1106.0912780960173,1070.4336835455827,1023.8984918393448,82.39259510920624
2024-01-10 05:00:00,1034.7995548997437,5,2,1,False,Winter,1233.7640392507242,1132.4448821816347,1023.3033849807873,81.94679573411561
2024-01-10 06:00:00,1166.0248865393526,6,2,1,False,Winter,1034.7995548997437,1131.2184949657085,1023.3434472083833,82.01529383849049
2024-01-10 07:00:00,1047.8102948957653,7,2,1,False,Winter,1166.0248865393526,1067.8941270053804,1022.728958565555,81.43748078424959
2024-01-10 08:00:00,1095.0010653336772,8,2,1,False,Winter,1047.8102948957653,1133.0839532520456,1022.9809125223428,81.59600077307022
2024-01-10 09:00:00,1157.2949221698875,9,2,1,False,Winter,1095.0010653336772,1127.483920171977,1023.5396648588288,82.19382098887307
2024-01-10 10:00:00,1085.4922945827468,10,2,1,False,Winter,1157.2949221698875,1133.0285339898992,1023.6028274955299,82.23757650281237
2024-01-10 11:00:00,1004.4145220609835,11,2,1,False,Winter,1085.4922945827468,1107.589920183828,1023.1343408032341,82.1205905213157
2024-01-10 12:00:00,996.7962171247058,12,2,1,False,Winter,1004.4145220609835,960.2763709861208,1023.2066651033297,82.09183578436917
2024-01-10 13:00:00,1040.8009149131578,13,2,1,False,Winter,996.7962171247058,956.5285941885438,1023.6067722758401,82.01229472061252
2024-01-10 14:00:00,946.3261129554446,14,2,1,False,Winter,1040.8009149131578,1005.1954102909867,1023.8612471937406,81.7033624635222
2024-01-10 15:00:00,973.0981915692232,15,2,1,False,Winter,946.3261129554446,984.5641474459368,1024.4242520618598,81.01881270043603
2024-01-10 16:00:00,948.8034705230606,16,2,1,False,Winter,973.0981915692232,968.8772378236991,1024.338549881992,81.09154483304644
2024-01-10 17:00:00,904.0962805519231,17,2,1,False,Winter,948.8034705230606,1125.9132363649787,1023.8835253434363,81.55194498919028
2024-01-10 18:00:00,1040.6075295666901,18,2,1,False,Winter,904.0962805519231,958.5556052035888,1024.6855715218958,81.04530981150064
2024-01-10 19:00:00,968.6551209384489,19,2,1,False,Winter,1040.6075295666901,990.3385988173384,1024.7180923102437,81.021579264008
2024-01-10 20:00:00,845.8334928301321,20,2,1,False,Winter,968.6551209384489,991.3922514892596,1024.1502552989505,81.93930024103658
2024-01-10 21:00:00,972.4465929174935,21,2,1,False,Winter,845.8334928301321,992.2953768100972,1024.540250122202,81.53294414294463
2024-01-10 22:00:00,950.8866074089574,22,2,1,False,Winter,972.4465929174935,964.814803143509,1024.3782228909924,81.65273050359531
2024-01-10 23:00:00,1050.8570507473833,23,2,1,False,Winter,950.8866074089574,1042.7865791707118,1024.316654180307,81.62869516603662
2024-01-11 00:00:00,994.6325919146595,0,3,1,False,Winter,1050.8570507473833,992.2205034059774,1024.2339158495067,81.65183076948095
2024-01-11 01:00:00,1054.545033966984,1,3,1,False,Winter,994.6325919146595,1045.0444639055233,1023.8765572508009,81.3849891492589
2024-01-11 02:00:00,1109.7906204754863,2,3,1,False,Winter,1054.545033966984,1056.8770219901812,1024.9489824413508,81.32258383926366
2024-01-11 03:00:00,1148.6809815799206,3,3,1,False,Winter,1109.7906204754863,1106.0912780960173,1025.104467486676,81.53502224672606
2024-01-11 04:00:00,1061.4115331619337,4,3,1,False,Winter,1148.6809815799206,1233.7640392507242,1024.863751458793,81.36660612040701
