sample_id,true_label,ensemble_pred,iso_forest,ocsvm,autoencoder,iso_score,ocsvm_score,ae_score
167,0,0,0,1,0,0.4467343586774659,0.00011930989468647752,0.33353618
168,0,0,0,1,0,0.41520592474892853,3.551709448543401e-05,0.15067068
169,0,0,0,1,0,0.4281987185485778,4.786582688945569e-05,0.23034422
170,0,0,0,0,0,0.4206171285596816,-5.561172719273182e-05,0.29961193
171,0,0,0,1,0,0.40419212698963214,9.155719419354409e-05,0.2546146
172,1,0,0,0,1,0.4205502566113384,-1.6481931820367768e-05,0.83234346
173,1,0,0,0,0,0.448241872566002,-2.0132888897321055e-05,0.20842488
174,0,0,0,1,0,0.43437449854455756,6.303682243194626e-05,0.23426488
175,0,0,0,1,0,0.4214710806761113,9.100695697364565e-05,0.25145775
176,0,0,0,0,0,0.4127676339092345,-2.0799951872566935e-05,0.17319734
177,0,0,0,0,0,0.4499910311456342,-0.00012657605356433492,0.09133261
178,0,0,0,0,0,0.4798453981670448,-6.11422798957854e-05,0.52430564
179,0,0,0,0,0,0.4679605628978115,-7.017682384133177e-05,0.24711752
180,0,0,0,1,0,0.4552094840120865,2.6858964394279217e-05,0.5176676
181,0,0,0,1,0,0.4487652696254607,2.652902974216896e-06,0.2643705
182,0,0,0,1,0,0.4553528643563254,0.00019575732307245037,0.4497433
183,0,0,0,0,0,0.4490277209190412,-0.00010811140078656283,0.41393816
184,1,0,1,0,0,0.498370624336287,-8.565802043666675e-05,0.39863262
185,0,0,0,1,0,0.4647326415322939,4.852793097590198e-05,0.49673754
186,0,0,0,0,0,0.4687136139738809,-7.72487319517771e-05,0.38622668
187,0,0,0,0,0,0.41091263944043793,-3.854493069529823e-05,0.22411527
188,0,0,0,0,0,0.4644135599578324,-0.00010923440390261756,0.41300294
189,0,0,0,1,0,0.42704646392676393,7.172325691187826e-05,0.21289429
190,0,0,0,1,0,0.42269825858295146,5.8626500364840806e-05,0.2193287
191,0,0,0,1,0,0.4192910805072303,8.898488421252477e-05,0.31514284
192,0,0,0,1,0,0.4542371885932283,4.8333006614624985e-05,0.23718162
193,0,0,0,0,0,0.45286500388806294,-3.8276190527068254e-05,0.22937596
194,1,0,0,0,0,0.4341647263221503,-2.676634934684573e-05,0.26998353
195,0,0,0,1,0,0.4293978372846769,3.0312854479715612e-05,0.20579635
196,1,0,0,0,0,0.4689989206292152,-4.1274164655794965e-05,0.31744602
197,0,0,0,1,0,0.4174021239774645,4.6625827292369926e-05,0.19900554
198,0,0,0,0,0,0.41866764379057136,-7.586337189926888e-05,0.29871455
199,0,0,0,0,0,0.41777980941646875,-0.00010656881491441321,0.22272746
200,1,1,1,0,1,0.569503193625034,-0.0002543412610469235,0.56067574
201,0,0,0,1,0,0.4088038792533465,6.86983908023427e-05,0.19443156
202,0,0,0,0,0,0.4373886465685821,-4.9379899849958764e-05,0.25265858
203,0,0,0,1,0,0.4325364892178092,3.8718308535220136e-05,0.32434207
204,0,0,0,1,0,0.45046159445571426,3.892466195013118e-05,0.3473915
205,0,0,0,1,0,0.42662368393845373,4.0812231758365525e-05,0.39135054
206,0,0,0,0,0,0.4297636545556932,-2.671902125025809e-05,0.3645439
207,0,0,0,0,0,0.458748723133387,-0.00019566486853147917,0.38678083
208,0,0,0,1,0,0.4636093276552454,2.033006194127236e-05,0.43339217
209,1,0,1,0,0,0.4890171256980131,-0.00011096466691370803,0.38703907
210,0,0,0,1,0,0.44684465171307347,8.208353614727788e-05,0.20771335
211,1,0,0,0,0,0.45684503487852385,-5.968145461651513e-05,0.4446646
212,0,0,0,1,0,0.41650806036549315,1.950867946223973e-05,0.2568502
213,0,0,0,1,0,0.41567471376748616,5.787844218842662e-06,0.36101013
214,0,0,0,0,0,0.4175683233898671,-6.254176464700982e-05,0.24432246
215,0,0,0,1,0,0.42422088616373144,8.683648372061657e-06,0.23325536
216,0,0,0,0,0,0.4565896931384169,-8.534467678315384e-06,0.38051566
217,0,0,0,0,0,0.4342920413130908,-1.5716813690917308e-05,0.3123285
218,0,0,0,1,0,0.45339987269821014,5.319245485416364e-05,0.472442
219,0,0,0,0,0,0.40045383492977216,-2.3574572252741777e-05,0.13826825
220,0,0,0,0,0,0.4632285142335001,-2.6648114865383365e-05,0.26878232
221,0,0,0,1,0,0.427407051752325,0.00014640268445373545,0.32515737
222,0,0,0,1,0,0.425875881631045,0.000203229177867222,0.1273758
223,0,0,0,1,0,0.4280414117262696,4.4163995489262154e-05,0.16880968
224,0,0,0,0,0,0.46830042308038683,-0.00012030270463056307,0.28891388
225,0,0,0,1,0,0.4195382560891302,7.931727728818967e-05,0.33068374
226,0,0,0,1,0,0.42105567157884793,9.126321804899158e-05,0.18969606
227,0,0,0,0,0,0.44353355532468264,-0.00013981172115837086,0.2666887
228,0,0,0,1,0,0.4074982432380345,9.011796569427706e-05,0.13771805
229,0,0,0,0,0,0.47291091985442146,-0.00011319045733812298,0.15266515
230,0,0,0,1,0,0.43296150527367033,0.0001665822364429766,0.37787855
231,0,0,0,1,0,0.433009584473705,5.522684154020861e-06,0.16227378
232,0,0,0,0,0,0.410776023623445,-0.00010248656864572474,0.14198838
233,0,0,0,0,0,0.44253439005598577,-3.885395353350567e-05,0.33197054
234,0,0,0,1,0,0.48453500206196876,0.00013276266829989798,0.49014154
235,0,0,0,1,0,0.4204267240007995,9.296882761947363e-05,0.2838846
236,0,0,0,1,0,0.44229133786977876,9.205216836697023e-05,0.296551
237,0,0,0,1,0,0.4434848475840177,3.735611862779227e-05,0.20335995
238,0,0,0,0,0,0.41599269586415305,-9.860553727950962e-06,0.28763172
239,0,0,0,1,0,0.41567123464870126,0.00010503356064703502,0.26469645
240,0,0,0,0,0,0.40401972384472,-0.00012552890425618173,0.1683129
241,0,0,0,0,0,0.4701239635380012,-5.545096133638221e-05,0.19479515
242,0,0,0,1,0,0.4175940454724653,5.601981958361553e-05,0.46244583
243,0,0,0,0,0,0.4297159583848948,-9.589613222006448e-05,0.3362094
244,0,0,0,1,0,0.4348731164675789,0.00011773457799838145,0.18930797
245,0,0,0,0,0,0.4506272094135518,-5.63239270233699e-05,0.16096836
246,0,0,0,1,0,0.41999627328500505,0.00013144532557432715,0.10222458
247,0,0,0,1,0,0.4079639492633448,3.9226882921907413e-05,0.29260093
248,0,0,0,0,0,0.45396507346136805,-0.00015195886102345273,0.38755307
249,0,0,0,0,0,0.39774219412414985,-8.601276364036774e-05,0.038617555
250,0,0,0,0,0,0.44398706824826595,-3.941744490851089e-05,0.33859584
251,0,0,0,1,0,0.4145053322512705,9.248755634330881e-05,0.26926988
252,0,0,0,1,0,0.41163867163563816,9.829156384436228e-05,0.20599015
253,0,0,0,0,0,0.4286387198918781,-5.416098930159276e-07,0.34416544
254,0,0,0,1,0,0.4485438256153747,1.773963805765295e-05,0.11716198
255,0,0,0,1,0,0.44209219853021803,1.9147671571658376e-05,0.3219584
256,0,0,0,1,0,0.44769442553144645,6.450964738794103e-05,0.24606644
257,0,0,0,0,0,0.43601208917991474,-7.354988971450076e-05,0.33066642
258,0,0,0,0,0,0.4180073715754401,-2.2972682861622617e-05,0.29283836
259,0,0,0,1,0,0.45781510719412233,4.764145082994571e-05,0.30259076
260,1,0,0,0,0,0.45480261745778844,-9.354292312121852e-05,0.2932793
261,0,0,0,0,0,0.4601679775688994,-2.69123424209521e-06,0.40516016
262,0,0,0,0,0,0.4809890986210222,-0.00018413946521220008,0.21698283
263,0,0,0,1,0,0.46611047363037067,5.4044106462177344e-05,0.34111977
264,0,0,0,1,0,0.44635243680063125,4.262469535335118e-05,0.14857887
265,0,0,0,0,0,0.4259964152834066,-7.497928358099297e-05,0.04680649
266,0,0,0,0,0,0.4172736764350651,-4.079012635474315e-05,0.085043475
267,0,0,0,1,0,0.42636580300316057,1.6048758293448384e-05,0.34731457
268,1,0,0,0,0,0.48501040816511287,-0.00017410199093867245,0.30771136
269,0,0,0,1,0,0.40418684896967133,3.771825974521932e-05,0.2054033
270,0,0,0,0,0,0.4310340486540259,-2.1089172785480437e-05,0.175432
271,0,0,0,1,0,0.43007254198211947,3.441861130307384e-05,0.27079317
272,1,0,1,0,0,0.5090777364456016,-0.0002364337164743861,0.4437253
273,0,0,0,0,0,0.4533149347352776,-0.00012632756330785238,0.26494104
274,0,0,0,0,0,0.4104498189331649,-1.667000156266123e-05,0.25429124
275,0,0,0,1,0,0.40056673211838195,9.33515697221517e-05,0.13304245
276,0,0,0,1,0,0.4453857340376265,2.7593195733507003e-05,0.3399844
277,0,0,0,0,0,0.4108571380754683,-2.096035025597558e-05,0.2522075
278,0,0,0,0,0,0.4272818638488858,-0.00011518324228362669,0.29113337
279,0,0,0,1,0,0.43237860402308353,4.1500247557143166e-05,0.23505554
280,0,0,0,1,0,0.4187902399288307,3.977839655025701e-05,0.23159088
281,1,0,1,0,0,0.5460924918941658,-0.0002616898652591774,0.5398815
282,1,0,0,1,0,0.45737296197717847,2.2210715533906478e-05,0.30373895
283,0,0,0,0,0,0.4408055426049534,-0.00015632592629396906,0.35188642
284,1,1,1,0,1,0.5060717576900101,-0.00023012218147996737,0.61032826
285,0,0,0,1,0,0.42405860713484955,8.423861511722326e-05,0.2688526
286,0,0,0,1,0,0.4501362716760825,0.00015511160279138754,0.46388307
287,1,0,0,0,1,0.46998214374269826,-7.587803463257419e-05,0.60349035
288,0,0,0,0,0,0.41938500910116966,-4.370895951463598e-05,0.15387456
289,0,0,0,0,0,0.43123706249040233,-2.7496798635282915e-05,0.13383609
290,0,0,0,0,0,0.4221754148969824,-2.3664104948165998e-05,0.05266341
291,0,0,0,1,0,0.4388880930350189,0.00014516357446684076,0.38394684
292,0,0,0,1,0,0.43427825458339686,0.00016655474027030455,0.2715243
293,0,0,0,0,0,0.4368227059989434,-3.1957953709608566e-05,0.50815564
294,0,0,0,0,0,0.4547523613848092,-0.0001301256820986622,0.3781242
295,0,0,0,0,0,0.4441245641746545,-2.2804598826411493e-05,0.3445367
296,0,0,0,1,0,0.4184129934028903,9.369293121999818e-05,0.38512892
297,0,0,0,1,0,0.4669988642453695,3.867086498024659e-05,0.36824486
298,1,0,0,0,0,0.46924361917615004,-0.0001318492973027811,0.21377371
299,0,0,0,0,0,0.4188045333901037,-3.5676694903645045e-05,0.15214042
300,0,0,0,0,0,0.4677222445445354,-8.113653293181737e-05,0.1351398
301,0,0,0,0,0,0.41713043606997446,-3.9186141663731066e-05,0.11612606
302,0,0,0,0,0,0.41530614787652426,-2.9232411681704806e-05,0.29651728
303,0,0,0,0,0,0.43221693144797857,-7.223090676651371e-05,0.24240512
304,1,0,1,0,0,0.4983217216841231,-0.00011231432728361728,0.25401798
305,0,0,0,0,0,0.4257963718278872,-6.116774813782848e-05,0.20737287
306,0,0,0,0,0,0.43890999690585475,-9.367856237682364e-05,0.48445278
307,0,0,0,0,1,0.4660290667455023,-4.578763150983416e-05,0.8715146
308,0,0,0,1,0,0.4063741580196778,0.0001212074146008953,0.27650467
309,0,0,0,1,0,0.43765803965203,4.5456652777027995e-05,0.19686283
310,1,1,0,1,1,0.47683872225420404,4.094146297231778e-05,0.8195509
311,0,0,0,1,0,0.4232822120525868,4.183702893308481e-07,0.3395544
312,0,0,0,1,0,0.42869386838994544,1.2171690662062427e-05,0.15686105
313,0,0,0,0,0,0.4548235918176789,-0.00011592467563212121,0.2574629
314,0,0,0,1,0,0.45932186394690655,0.00017935481969114282,0.3698571
315,1,0,0,0,1,0.4504045413495259,-8.42887556604786e-05,0.74168944
316,0,0,0,1,0,0.4251034233399916,6.261257088183332e-05,0.24495165
317,0,0,0,1,0,0.4408799985432043,6.720800043188045e-06,0.3259845
318,0,1,0,1,1,0.43620915828820395,4.6609759142309426e-05,0.5668657
319,0,0,0,1,0,0.45011067304074664,1.713276669332482e-05,0.12198057
320,0,0,0,1,0,0.4133332245188936,0.00012349157314220556,0.42487139
321,0,0,0,1,0,0.4329386236279173,7.404847240225128e-05,0.15510798
322,0,0,0,1,0,0.4285580290265312,3.531253305330735e-05,0.4762009
323,0,0,0,1,0,0.43080021392126144,3.6018853275117846e-05,0.2513023
324,0,0,0,0,0,0.45033057158529766,-3.53886445488542e-05,0.41237202
325,0,0,0,0,0,0.4266713635404932,-8.670054083845062e-05,0.22914684
326,0,0,0,1,0,0.40877742346791396,0.00010030109115247339,0.24158408
327,0,1,0,1,1,0.4458166794920036,5.5726921170092436e-05,0.5752178
328,0,0,0,0,1,0.47066987748882444,-7.942006029312647e-05,0.6043383
329,1,0,0,0,0,0.4788931034785949,-2.7368752049531752e-05,0.29316515
330,0,0,0,0,0,0.410063339729305,-7.227352342806064e-05,0.28392136
331,0,0,0,0,0,0.4169870078452074,-3.3264906950517914e-05,0.2465646
332,0,0,0,1,0,0.43963570427854415,9.105028232626368e-05,0.1657691
333,1,1,1,0,1,0.5349619568274094,-0.00033166322879815506,0.6845327
334,0,0,0,0,0,0.4543687083981336,-6.996101606341722e-06,0.30951712
335,0,1,0,1,1,0.45503629437754634,0.0001643466968649453,0.7086607
336,0,0,0,0,0,0.4340818170373842,-3.580363680735592e-05,0.32868192
337,0,0,0,1,0,0.4485239600895358,0.00012735288994839185,0.28503937
338,0,0,0,0,0,0.4489153487752585,-7.6125786242202024e-06,0.37952214
339,0,0,0,0,0,0.44714408970581637,-0.00013959925566300695,0.4050777
340,0,0,0,1,0,0.4029810582244953,7.227648877886257e-05,0.1677842
341,0,0,0,0,0,0.462245490702674,-3.0117891421902842e-05,0.46765772
342,0,0,0,0,0,0.4483692931921332,-4.6050118718691624e-05,0.49004492
343,0,0,0,1,0,0.4172709778625958,1.1854636234752867e-05,0.2059356
344,0,0,0,1,0,0.44566505497159437,4.1573536836344194e-05,0.35230172
345,0,0,0,0,0,0.4384015143621289,-2.0854128733397803e-05,0.5354162
346,0,0,0,1,0,0.42581001081013525,8.69024183106266e-06,0.1950194
347,0,0,0,1,0,0.4119032159082749,6.595101249787423e-05,0.22428174
348,0,0,0,0,0,0.4406525702999525,-1.1044370073746603e-06,0.32536814
349,0,0,0,1,0,0.4604069734283657,2.7076136729838507e-05,0.29842982
350,1,0,0,1,0,0.4496700077849123,7.64730811716759e-05,0.34048334
351,1,0,0,0,0,0.47290595505294275,-8.244772308782327e-05,0.50020313
352,1,0,1,0,0,0.48975618862673154,-0.0001068843011364488,0.5412454
353,0,0,0,0,0,0.4268493110889487,-4.264076946166966e-05,0.34552574
354,0,0,0,0,0,0.42124680396571296,-5.573272993311489e-05,0.29050288
355,0,0,0,0,0,0.45065953607451037,-5.6931726000379146e-05,0.39122596
356,0,0,0,1,0,0.41490746236106046,0.00017358823682936582,0.24574515
357,1,0,0,0,0,0.44147794945352037,-4.0182545198745134e-05,0.1583446
358,0,0,0,1,0,0.413679267659378,2.2237462337789293e-05,0.22467034
359,0,0,0,0,1,0.4470927175313209,-2.7292293485385133e-05,0.61627036
360,0,0,0,1,0,0.4189623524796744,2.387516031701804e-05,0.29850057
