Timestamp,Consumption,Anomaly_Flag,Anomaly_Score,Severity,Hour_of_Day,Day_of_Week,Month
2024-01-04 14:00:00,1008.0991317314009,0,-0.4768383320062674,High,14,3,1
2024-01-04 15:00:00,958.1990789198431,0,-0.4659081932685783,High,15,3,1
2024-01-04 16:00:00,899.524820281487,0,-0.46339341934948614,High,16,3,1
2024-01-04 17:00:00,941.8293226777107,0,-0.45629120731321204,High,17,3,1
2024-01-04 18:00:00,917.7555673572654,0,-0.4547268615506311,High,18,3,1
2024-01-04 19:00:00,964.8845063891126,0,-0.46955091120902404,High,19,3,1
2024-01-04 20:00:00,891.4827873095287,0,-0.4686152576215594,High,20,3,1
2024-01-04 21:00:00,926.2373330390747,0,-0.46050012665726514,High,21,3,1
2024-01-04 22:00:00,943.868840078462,0,-0.4542605356346495,High,22,3,1
2024-01-04 23:00:00,914.5597181337043,0,-0.45373494686876803,High,23,3,1
2024-01-05 00:00:00,1028.5664992136926,0,-0.4733316931267529,High,0,4,1
2024-01-05 01:00:00,1052.8382617103944,0,-0.4608896130558272,High,1,4,1
2024-01-05 02:00:00,1064.3023675011145,0,-0.4556060318304232,High,2,4,1
2024-01-05 03:00:00,1073.1711099702713,0,-0.4530760864360473,High,3,4,1
2024-01-05 04:00:00,1030.1668783476032,0,-0.4734664150273433,High,4,4,1
2024-01-05 05:00:00,1090.0362707399354,0,-0.46866628027724055,High,5,4,1
2024-01-05 06:00:00,1097.4833001532768,0,-0.4632808583740794,High,6,4,1
2024-01-05 07:00:00,1071.2408093568583,0,-0.4499409693585602,High,7,4,1
2024-01-05 08:00:00,1093.4434015990896,0,-0.461916708974401,High,8,4,1
2024-01-05 09:00:00,1105.9614167101415,0,-0.46350443291541776,High,9,4,1
2024-01-05 10:00:00,1159.5005320164075,0,-0.4722134912518323,High,10,4,1
2024-01-05 11:00:00,1049.9450654975647,0,-0.4652965905721033,High,11,4,1
2024-01-05 12:00:00,1028.354815382831,0,-0.473398115136626,High,12,4,1
2024-01-05 13:00:00,986.0161130866574,0,-0.4817183155632476,High,13,4,1
2024-01-05 14:00:00,869.8247621227655,0,-0.4741646379976981,High,14,4,1
2024-01-05 15:00:00,943.8699523895054,0,-0.4542605356346495,High,15,4,1
2024-01-05 16:00:00,932.4582876089661,0,-0.46187231374424126,High,16,4,1
2024-01-05 17:00:00,1042.761825438724,0,-0.46752553777332084,High,17,4,1
2024-01-05 18:00:00,906.7172308270283,0,-0.45411435830793456,High,18,4,1
2024-01-05 19:00:00,934.9630317727309,0,-0.4562048123040095,High,19,4,1
2024-01-05 20:00:00,928.2830781627263,0,-0.4623476437063399,High,20,4,1
2024-01-05 21:00:00,887.6195782173323,0,-0.4676179301691548,High,21,4,1
2024-01-05 22:00:00,1024.0482415087595,0,-0.47707325827595704,High,22,4,1
2024-01-05 23:00:00,1028.7647817751147,0,-0.4749435737627575,High,23,4,1
2024-01-06 00:00:00,1056.7445570996413,0,-0.45716388373107836,High,0,5,1
2024-01-06 01:00:00,997.7484077693776,0,-0.4761752546290013,High,1,5,1
2024-01-06 02:00:00,1137.618498878428,0,-0.46538399857198226,High,2,5,1
2024-01-06 03:00:00,1018.2398066512917,0,-0.4778845990431414,High,3,5,1
2024-01-06 04:00:00,1133.7099660156885,0,-0.4646463678422411,High,4,5,1
2024-01-06 05:00:00,1224.0228150024577,0,-0.5104557191668859,Critical,5,5,1
2024-01-06 06:00:00,1068.5235057496739,0,-0.45089895831942206,High,6,5,1
2024-01-06 07:00:00,1086.4708797919661,0,-0.4644553270969408,High,7,5,1
2024-01-06 08:00:00,1109.9211445533508,0,-0.46399031481610853,High,8,5,1
2024-01-06 09:00:00,1064.0157741775415,0,-0.457313756600095,High,9,5,1
2024-01-06 10:00:00,991.0885405489205,0,-0.47348899271173883,High,10,5,1
2024-01-06 11:00:00,1048.0745891101872,0,-0.46605795250868093,High,11,5,1
2024-01-06 12:00:00,965.7921642771344,0,-0.4699061068292763,High,12,5,1
2024-01-06 13:00:00,1016.8478713616804,0,-0.4794797178043487,High,13,5,1
2024-01-06 14:00:00,923.2217372046764,0,-0.45748029339616264,High,14,5,1
2024-01-06 15:00:00,1026.1217757507798,0,-0.47695117961548605,High,15,5,1
2024-01-06 16:00:00,893.7133033780339,0,-0.46851116857854186,High,16,5,1
2024-01-06 17:00:00,906.92561466792,0,-0.454522265072244,High,17,5,1
2024-01-06 18:00:00,960.4398886150577,0,-0.4690647464302288,High,18,5,1
2024-01-06 19:00:00,861.770973767634,0,-0.4775197750235714,High,19,5,1
2024-01-06 20:00:00,944.8199628004301,0,-0.45973334242367353,High,20,5,1
2024-01-06 21:00:00,1014.838689959896,0,-0.47940455225518397,High,21,5,1
2024-01-06 22:00:00,889.9607821640386,0,-0.46774035362191335,High,22,5,1
2024-01-06 23:00:00,1003.82743537462,0,-0.4784832769159946,High,23,5,1
2024-01-07 00:00:00,1033.614479201908,0,-0.4774290269490077,High,0,6,1
2024-01-07 01:00:00,1085.7360695114971,0,-0.4628867611770682,High,1,6,1
2024-01-07 02:00:00,1009.0581571096261,0,-0.47984776577391913,High,2,6,1
2024-01-07 03:00:00,1025.736200603983,0,-0.4777916804999915,High,3,6,1
2024-01-07 04:00:00,1133.8906214563087,0,-0.46524847859063195,High,4,6,1
2024-01-07 05:00:00,1132.7754578431436,0,-0.46379625077731235,High,5,6,1
2024-01-07 06:00:00,1134.0009118501264,0,-0.4646119038304044,High,6,6,1
2024-01-07 07:00:00,1135.5338791681645,0,-0.4629324725659828,High,7,6,1
2024-01-07 08:00:00,1074.3627959734551,0,-0.4523535500939509,High,8,6,1
2024-01-07 09:00:00,1104.2274490647535,0,-0.46274729800033637,High,9,6,1
2024-01-07 10:00:00,1086.7002928983218,0,-0.46480081556881053,High,10,6,1
2024-01-07 11:00:00,1012.3535746455341,0,-0.47953062425783455,High,11,6,1
2024-01-07 12:00:00,1115.6205269815773,0,-0.46901661411967394,High,12,6,1
2024-01-07 13:00:00,1020.2840918585994,0,-0.4759020571106679,High,13,6,1
2024-01-07 14:00:00,913.051712799901,0,-0.4523506139106784,High,14,6,1
2024-01-07 15:00:00,984.8764156743603,0,-0.4841007068301664,High,15,6,1
2024-01-07 16:00:00,887.5653034639989,0,-0.46755231917117773,High,16,6,1
2024-01-07 17:00:00,965.8060771223876,0,-0.4699061068292763,High,17,6,1
2024-01-07 18:00:00,981.1166988694703,0,-0.4851720874034578,High,18,6,1
2024-01-07 19:00:00,885.7026997987964,0,-0.46926088336033667,High,19,6,1
2024-01-07 20:00:00,985.03813085321,0,-0.4844963327612193,High,20,6,1
2024-01-07 21:00:00,973.5426873464245,0,-0.473722165800443,High,21,6,1
2024-01-07 22:00:00,1014.8597693181766,0,-0.47940455225518397,High,22,6,1
2024-01-07 23:00:00,1092.8569359191943,0,-0.46691109963859884,High,23,6,1
2024-01-08 00:00:00,1011.7722031797267,0,-0.480257515612965,High,0,0,1
2024-01-08 01:00:00,1012.3791105869269,0,-0.47953062425783455,High,1,0,1
2024-01-08 02:00:00,1029.8506856862468,0,-0.47358483566206083,High,2,0,1
2024-01-08 03:00:00,1054.3889513959193,0,-0.4601163980179334,High,3,0,1
2024-01-08 04:00:00,1107.3586102030795,0,-0.46403271093687803,High,4,0,1
2024-01-08 05:00:00,1138.4036917734322,0,-0.46680458973640404,High,5,0,1
2024-01-08 06:00:00,1138.7303927438586,0,-0.46680458973640404,High,6,0,1
2024-01-08 07:00:00,1162.9899274238135,0,-0.4737258369102288,High,7,0,1
2024-01-08 08:00:00,1112.4331340000517,0,-0.46561992905053645,High,8,0,1
2024-01-08 09:00:00,1168.7101847344834,0,-0.46786972968801616,High,9,0,1
2024-01-08 10:00:00,1062.2322517987507,0,-0.4564935436738194,High,10,0,1
2024-01-08 11:00:00,1187.4977339022976,0,-0.48085118684195144,High,11,0,1
2024-01-08 12:00:00,1057.0330028787662,0,-0.45685467751774245,High,12,0,1
2024-01-08 13:00:00,957.1521043402475,0,-0.46665048281203203,High,13,0,1
2024-01-08 14:00:00,922.4894996287187,0,-0.4548734698508715,High,14,0,1
2024-01-08 15:00:00,979.5892916422268,0,-0.4797327077780077,High,15,0,1
2024-01-08 16:00:00,928.5428803542529,0,-0.4633520634931884,High,16,0,1
2024-01-08 17:00:00,965.568199535111,0,-0.46895327803903986,High,17,0,1
2024-01-08 18:00:00,950.2648225355165,0,-0.4718419229100376,High,18,0,1
2024-01-08 19:00:00,926.511083206369,0,-0.46249199471186825,High,19,0,1
2024-01-08 20:00:00,897.9450415882491,0,-0.4692074151805007,High,20,0,1
2024-01-08 21:00:00,880.5763710867384,0,-0.4761541462755919,High,21,0,1
2024-01-08 22:00:00,954.8457915003618,0,-0.4678311666149027,High,22,0,1
2024-01-08 23:00:00,1044.2516889949932,0,-0.4658738674368508,High,23,0,1
2024-01-09 00:00:00,1038.160441629163,0,-0.46971567980512746,High,0,1,1
2024-01-09 01:00:00,991.1928065060024,0,-0.4728961747321892,High,1,1,1
2024-01-09 02:00:00,1086.3989595346238,0,-0.4635135508548256,High,2,1,1
2024-01-09 03:00:00,1117.858518386804,0,-0.4660380695713884,High,3,1,1
2024-01-09 04:00:00,1070.4336835455827,0,-0.44750540735460653,High,4,1,1
2024-01-09 05:00:00,1132.4448821816347,0,-0.4637998241323543,High,5,1,1
2024-01-09 06:00:00,1131.2184949657085,0,-0.4648534643917998,High,6,1,1
2024-01-09 07:00:00,1067.8941270053804,0,-0.4499462144444316,High,7,1,1
2024-01-09 08:00:00,1133.0839532520456,0,-0.4646463678422411,High,8,1,1
2024-01-09 09:00:00,1127.483920171977,0,-0.4638547817950913,High,9,1,1
2024-01-09 10:00:00,1133.0285339898992,0,-0.46379625077731235,High,10,1,1
2024-01-09 11:00:00,1107.589920183828,0,-0.46339197575083657,High,11,1,1
2024-01-09 12:00:00,960.2763709861208,0,-0.4677510893585014,High,12,1,1
2024-01-09 13:00:00,956.5285941885438,0,-0.46586792956709056,High,13,1,1
2024-01-09 14:00:00,1005.1954102909867,0,-0.4770954293993074,High,14,1,1
2024-01-09 15:00:00,984.5641474459368,0,-0.4841007068301664,High,15,1,1
2024-01-09 16:00:00,968.8772378236991,0,-0.4757729937763589,High,16,1,1
2024-01-09 17:00:00,1125.9132363649787,0,-0.4636429301753013,High,17,1,1
2024-01-09 18:00:00,958.5556052035888,0,-0.46479502821051366,High,18,1,1
2024-01-09 19:00:00,990.3385988173384,0,-0.47489404143846364,High,19,1,1
2024-01-09 20:00:00,991.3922514892596,0,-0.4732162380754923,High,20,1,1
2024-01-09 21:00:00,992.2953768100972,0,-0.4727038039825908,High,21,1,1
2024-01-09 22:00:00,964.814803143509,0,-0.4689630237886969,High,22,1,1
2024-01-09 23:00:00,1042.7865791707118,0,-0.46752553777332084,High,23,1,1
2024-01-10 00:00:00,992.2205034059774,0,-0.4721119690755162,High,0,2,1
2024-01-10 01:00:00,1045.0444639055233,0,-0.46588217067193854,High,1,2,1
2024-01-10 02:00:00,1056.8770219901812,0,-0.45685467751774245,High,2,2,1
2024-01-10 03:00:00,1106.0912780960173,0,-0.46350443291541776,High,3,2,1
2024-01-10 04:00:00,1233.7640392507242,0,-0.5062523406324451,Critical,4,2,1
2024-01-10 05:00:00,1034.7995548997437,0,-0.47249477190314343,High,5,2,1
2024-01-10 06:00:00,1166.0248865393526,0,-0.47089487789674783,High,6,2,1
2024-01-10 07:00:00,1047.8102948957653,0,-0.46876179650432453,High,7,2,1
2024-01-10 08:00:00,1095.0010653336772,0,-0.4613952878705779,High,8,2,1
2024-01-10 09:00:00,1157.2949221698875,0,-0.4757416405020322,High,9,2,1
2024-01-10 10:00:00,1085.4922945827468,0,-0.46320004999662134,High,10,2,1
2024-01-10 11:00:00,1004.4145220609835,0,-0.4753870379274305,High,11,2,1
2024-01-10 12:00:00,996.7962171247058,0,-0.47584366293871544,High,12,2,1
2024-01-10 13:00:00,1040.8009149131578,0,-0.4686480317757608,High,13,2,1
2024-01-10 14:00:00,946.3261129554446,0,-0.46511934933658766,High,14,2,1
2024-01-10 15:00:00,973.0981915692232,0,-0.4743544111965302,High,15,2,1
2024-01-10 16:00:00,948.8034705230606,0,-0.46760083923444495,High,16,2,1
2024-01-10 17:00:00,904.0962805519231,0,-0.4511604351383189,High,17,2,1
2024-01-10 18:00:00,1040.6075295666901,0,-0.4686480317757608,High,18,2,1
2024-01-10 19:00:00,968.6551209384489,0,-0.4757729937763589,High,19,2,1
2024-01-10 20:00:00,845.8334928301321,0,-0.47051734500808845,High,20,2,1
2024-01-10 21:00:00,972.4465929174935,0,-0.4746883257929281,High,21,2,1
2024-01-10 22:00:00,950.8866074089574,0,-0.4691340118026776,High,22,2,1
2024-01-10 23:00:00,1050.8570507473833,0,-0.4670737755397322,High,23,2,1
2024-01-11 00:00:00,994.6325919146595,0,-0.47499136696275845,High,0,3,1
2024-01-11 01:00:00,1054.545033966984,0,-0.4601163980179334,High,1,3,1
2024-01-11 02:00:00,1109.7906204754863,0,-0.46399031481610853,High,2,3,1
2024-01-11 03:00:00,1148.6809815799206,0,-0.47036573690220856,High,3,3,1
2024-01-11 04:00:00,1061.4115331619337,0,-0.4559165820756924,High,4,3,1
2024-01-11 05:00:00,1114.8325854412028,0,-0.4683840376428367,High,5,3,1
2024-01-11 06:00:00,1111.3590325262378,0,-0.46121178945842517,High,6,3,1
2024-01-11 07:00:00,1099.1736345036672,0,-0.4638684134857253,High,7,3,1
2024-01-11 08:00:00,1210.263963181674,0,-0.4885639029987068,High,8,3,1
2024-01-11 09:00:00,1126.4896535355358,0,-0.4613628197691144,High,9,3,1
2024-01-11 10:00:00,1022.6268529530353,0,-0.47825508885764434,High,10,3,1
2024-01-11 11:00:00,1107.5871949824082,0,-0.46339197575083657,High,11,3,1
2024-01-11 12:00:00,1142.061126995744,0,-0.4689769235640686,High,12,3,1
2024-01-11 13:00:00,1061.8357811915737,0,-0.4570746799504175,High,13,3,1
2024-01-11 14:00:00,910.2670113365903,0,-0.45404405728844616,High,14,3,1
2024-01-11 15:00:00,941.4541961906316,0,-0.4572788697982806,High,15,3,1
2024-01-11 16:00:00,1013.2606446375046,0,-0.47956593758668475,High,16,3,1
2024-01-11 17:00:00,904.6826024639349,0,-0.4502302389588406,High,17,3,1
2024-01-11 18:00:00,958.9906417388473,0,-0.4642586439640562,High,18,3,1
2024-01-11 19:00:00,979.0797833998973,0,-0.48088543872845124,High,19,3,1
2024-01-11 20:00:00,904.1325734213021,0,-0.45211768655240414,High,20,3,1
2024-01-11 21:00:00,963.535646401203,0,-0.46666049839608353,High,21,3,1
2024-01-11 22:00:00,825.3001611142629,0,-0.4727296875783772,High,22,3,1
2024-01-11 23:00:00,960.4031581134815,0,-0.4677510893585014,High,23,3,1
2024-01-12 00:00:00,1025.0169343989912,0,-0.47808204697315754,High,0,4,1
2024-01-12 01:00:00,1001.278965291841,0,-0.47284913270682577,High,1,4,1
2024-01-12 02:00:00,1169.547643548101,0,-0.4700120140290164,High,2,4,1
2024-01-12 03:00:00,1037.271526531872,0,-0.46813204441409667,High,3,4,1
2024-01-12 04:00:00,1102.8090527301558,0,-0.4576401433531354,High,4,4,1
2024-01-12 05:00:00,1141.4791478982236,0,-0.46903474743803986,High,5,4,1
2024-01-12 06:00:00,1210.5539808474718,0,-0.4883019723023702,High,6,4,1
2024-01-12 07:00:00,1063.430551651531,0,-0.4572977521788311,High,7,4,1
2024-01-12 08:00:00,1183.5325448810793,0,-0.4785939919767532,High,8,4,1
2024-01-12 09:00:00,1110.1348684312693,0,-0.4636764914950318,High,9,4,1
2024-01-12 10:00:00,1039.9778050570455,0,-0.4657190123607729,High,10,4,1
2024-01-12 11:00:00,1088.180996089344,0,-0.4658573418813866,High,11,4,1
2024-01-12 12:00:00,1049.2875627373894,0,-0.46901003424744636,High,12,4,1
2024-01-12 13:00:00,983.5824694472481,0,-0.48585922555166333,High,13,4,1
2024-01-12 14:00:00,993.1059416132508,0,-0.4756923296278319,High,14,4,1
2024-01-12 15:00:00,949.7800785695582,0,-0.47088631188963126,High,15,4,1
2024-01-12 16:00:00,958.9703421298784,0,-0.4642586439640562,High,16,4,1
2024-01-12 17:00:00,976.5515245319515,0,-0.4736321053472703,High,17,4,1
2024-01-12 18:00:00,1019.4789518333946,0,-0.478598353029913,High,18,4,1
2024-01-12 19:00:00,881.835270377173,0,-0.47168724964616054,High,19,4,1
2024-01-12 20:00:00,1060.5082524807713,0,-0.45592646653832275,High,20,4,1
2024-01-12 21:00:00,872.2845313960048,0,-0.47642752369379276,High,21,4,1
2024-01-12 22:00:00,983.1507992165236,0,-0.4877804594018262,High,22,4,1
2024-01-12 23:00:00,1044.4144433006757,0,-0.46442299692824973,High,23,4,1
2024-01-13 00:00:00,1055.0704933604752,0,-0.4607120783126277,High,0,5,1
2024-01-13 01:00:00,1035.9082198763635,0,-0.47018664690890244,High,1,5,1
2024-01-13 02:00:00,1080.8955490468638,0,-0.45115218434266857,High,2,5,1
2024-01-13 03:00:00,1087.5026419099781,0,-0.46412723960813385,High,3,5,1
2024-01-13 04:00:00,1098.7166406947847,0,-0.46099397988781377,High,4,5,1
2024-01-13 05:00:00,1180.795331890352,0,-0.4745066984091223,High,5,5,1
2024-01-13 06:00:00,1159.7137034908621,0,-0.4728529101482852,High,6,5,1
2024-01-13 07:00:00,1103.9502953039023,0,-0.46001272860942255,High,7,5,1
2024-01-13 08:00:00,1173.7259682245963,0,-0.47333888558338416,High,8,5,1
2024-01-13 09:00:00,1128.3593081923307,0,-0.4642157118113981,High,9,5,1
2024-01-13 10:00:00,1133.0669581739064,0,-0.46379625077731235,High,10,5,1
2024-01-13 11:00:00,1099.9273752151344,0,-0.46375979695427405,High,11,5,1
2024-01-13 12:00:00,1001.2544325418555,0,-0.47284913270682577,High,12,5,1
2024-01-13 13:00:00,988.9533590775287,0,-0.47487133643823387,High,13,5,1
2024-01-13 14:00:00,1030.3491063217814,0,-0.4734664150273433,High,14,5,1
2024-01-13 15:00:00,1002.9323495728619,0,-0.4773177303819077,High,15,5,1
2024-01-13 16:00:00,955.6169605115865,0,-0.4648506519273748,High,16,5,1
2024-01-13 17:00:00,952.6784110352728,0,-0.47266532751475904,High,17,5,1
2024-01-13 18:00:00,1007.4278908687277,0,-0.47722802284207894,High,18,5,1
2024-01-13 19:00:00,917.5134931872009,0,-0.45369708359266137,High,19,5,1
2024-01-13 20:00:00,984.5769506425524,0,-0.4841007068301664,High,20,5,1
2024-01-13 21:00:00,963.1442653807309,0,-0.46663278874572556,High,21,5,1
2024-01-13 22:00:00,983.2204475002958,0,-0.4881996490414713,High,22,5,1
2024-01-13 23:00:00,1073.3013546013403,0,-0.4530760864360473,High,23,5,1
2024-01-14 00:00:00,1085.6551200502333,0,-0.46320004999662134,High,0,6,1
2024-01-14 01:00:00,1111.081552165774,0,-0.4629959230613123,High,1,6,1
2024-01-14 02:00:00,1159.937946561966,0,-0.4701781043548601,High,2,6,1
2024-01-14 03:00:00,1116.5646937754648,0,-0.4677370106285503,High,3,6,1
2024-01-14 04:00:00,1165.6438068395157,0,-0.47207729943031745,High,4,6,1
2024-01-14 05:00:00,1126.1626338950223,0,-0.46286241471667705,High,5,6,1
2024-01-14 06:00:00,1161.4314547260797,0,-0.4721551198137121,High,6,6,1
2024-01-14 07:00:00,1135.4482917525604,0,-0.4626193647244269,High,7,6,1
2024-01-14 08:00:00,1136.9549018731254,0,-0.4657643284808925,High,8,6,1
2024-01-14 09:00:00,1146.110770629312,0,-0.4732287458880921,High,9,6,1
2024-01-14 10:00:00,1054.870861589802,0,-0.46077672942866055,High,10,6,1
2024-01-14 11:00:00,1176.4227950057152,0,-0.4734943217502129,High,11,6,1
2024-01-14 12:00:00,995.7602649711379,0,-0.47536823844803744,High,12,6,1
2024-01-14 13:00:00,959.6093825348123,0,-0.46660408963573047,High,13,6,1
2024-01-14 14:00:00,1054.2458212293654,0,-0.4601163980179334,High,14,6,1
2024-01-14 15:00:00,1015.3522701635522,0,-0.47996425179055774,High,15,6,1
2024-01-14 16:00:00,991.2227761759252,0,-0.4728961747321892,High,16,6,1
2024-01-14 17:00:00,981.5835066699952,0,-0.48852129941601197,High,17,6,1
2024-01-14 18:00:00,946.2859392717362,0,-0.46511934933658766,High,18,6,1
2024-01-14 19:00:00,905.5824166619954,0,-0.4517509657737194,High,19,6,1
2024-01-14 20:00:00,964.3648211485304,0,-0.4691475334354408,High,20,6,1
2024-01-14 21:00:00,942.7477614043786,0,-0.4571703591515415,High,21,6,1
2024-01-14 22:00:00,1046.2118789084252,0,-0.4708336055276221,High,22,6,1
